NG,NGT,NGR,NGTR,g2(0)
219091,2008,801,3,0.4086481788202993
218446,1953,831,0,0.0
218720,2004,809,1,0.13490941479217092
219758,1964,839,1,0.13336480972159176
219390,1867,809,0,0.0
219527,2016,814,1,0.1337743993993994
218956,1944,828,0,0.0
219088,1956,825,0,0.0
219241,1863,814,1,0.14457210834022427
218767,1895,767,1,0.15051411626698957
219390,1964,809,2,0.27615748491386366
219687,1968,805,1,0.13867027723072262
219769,2032,860,0,0.0
218919,1981,847,0,0.0
219360,1920,809,0,0.0
219032,2029,825,2,0.2616987021521275
219277,1938,866,1,0.1306536106602602
220343,1943,863,0,0.0
218062,1991,798,0,0.0
219645,1958,820,0,0.0
219437,2014,832,1,0.13095650160415553
219883,1899,841,1,0.13767994795433355
219406,1954,760,1,0.1477441685072456
219961,1965,857,1,0.13061778320135628
218469,1982,844,1,0.13060016451379955
218786,1915,831,0,0.0
218683,1911,819,2,0.27944762952612245
218570,1934,783,1,0.1443352206465996
219336,1896,875,2,0.26441952983725137
220270,1978,859,0,0.0
219270,2019,835,1,0.13006379514373928
218727,1903,802,0,0.0
219394,1925,846,1,0.13471738663228025
219681,1885,807,1,0.14441343811937327
218709,1923,850,0,0.0
218831,1982,845,1,0.13066175460804041
217868,1975,813,0,0.0
220047,1876,829,1,0.14149076262663934
218538,1995,792,2,0.2766233766233766
218525,1989,858,0,0.0
220288,1926,849,1,0.1347183847101287
219298,1984,856,0,0.0
219515,1991,814,2,0.2708934677794547
219536,1925,795,1,0.14345242179204443
218784,1951,795,2,0.2821117375704767
219081,1867,852,1,0.13772754362274342
219409,2089,777,0,0.0
220517,1973,782,0,0.0
219218,2026,786,1,0.13766204732874665
219117,1966,819,0,0.0
218831,1951,793,0,0.0
219900,1984,788,0,0.0
219175,1929,829,0,0.0
219112,1980,810,0,0.0
220719,1881,794,1,0.14778502243701766
219782,1962,802,1,0.139675022433722
219251,2011,826,2,0.263985127801932
219482,1928,782,0,0.0
219513,1939,835,0,0.0
218910,1868,875,0,0.0
219373,1909,780,1,0.14732710104632576
219751,1863,778,1,0.1516136866347365
219371,1940,844,0,0.0
219795,1964,812,2,0.27564510950809146
218149,1936,782,2,0.2881848301663461
219320,1988,797,1,0.13842149509352225
219524,1970,732,0,0.0
220182,1979,806,1,0.13803873676080233
219112,1881,813,0,0.0
219375,1971,850,1,0.13094278807413376
219003,1995,814,0,0.0
220171,1863,811,0,0.0
219039,1931,797,0,0.0
218828,1913,781,0,0.0
219884,1940,830,0,0.0
218820,1961,827,2,0.2698571355458034
219622,1953,860,0,0.0
219213,1934,825,2,0.2747804832189527
219141,1920,763,0,0.0
218962,2003,804,1,0.1359664483374441
219625,1962,849,0,0.0
219432,1935,848,3,0.40118473014480033
218774,1833,793,1,0.15050816301118145
219484,1987,870,0,0.0
219053,1976,850,0,0.0
219267,1968,853,0,0.0
218024,1927,796,0,0.0
218982,1857,823,1,0.14328366412333615
218569,1973,827,0,0.0
219024,1912,815,0,0.0
218832,2005,897,1,0.12167574375099041
219588,1914,832,1,0.13789335664335664
220122,1928,806,0,0.0
219561,1880,844,0,0.0
219743,1936,842,1,0.13480239394593746
218737,1928,797,2,0.28469962567095486
219362,1922,829,0,0.0
219540,1914,855,3,0.40246383985040973
218702,1943,855,3,0.39494361224729346
219278,1880,894,0,0.0
219049,1969,818,1,0.13600104802929516
220369,1963,819,2,0.27414245345982485
219477,2020,795,0,0.0
218748,1943,795,0,0.0
218710,1936,865,1,0.1306012038408255
219358,1854,866,1,0.136623641287423
219331,1911,803,0,0.0
218603,1923,848,0,0.0
219360,1879,868,0,0.0
218317,1937,776,3,0.4357300054819601
218780,1966,814,0,0.0
220105,2005,816,1,0.13453192997897415
218767,2037,749,0,0.0
219087,1971,762,0,0.0
219125,1952,824,0,0.0
219003,1892,815,0,0.0
219413,1937,808,1,0.1401914003997199
219293,1957,838,0,0.0
218750,1953,813,1,0.13777019490625014
218704,1895,841,0,0.0
219839,1949,886,3,0.38192706336640775
218690,2002,794,1,0.1375765292641867
218760,1922,829,0,0.0
219386,1911,787,0,0.0
219426,1930,834,0,0.0
219385,1935,856,0,0.0
219242,1997,823,3,0.400190808691774
219119,1874,785,2,0.2979001964529702
219076,1957,773,0,0.0
219481,1968,831,2,0.26841130775928695
218772,1957,822,1,0.13599692662312715
218923,1911,840,0,0.0
220135,2015,811,0,0.0
218948,1938,842,1,0.13417608573620723
219005,1946,841,0,0.0
218840,1891,882,2,0.2624197925248012
218415,1984,845,0,0.0
219000,1893,788,0,0.0
219808,1982,809,1,0.13708543766581557
219451,1999,902,0,0.0
219117,2023,809,1,0.13388492167026048
219508,1986,809,0,0.0
218800,2046,807,0,0.0
219505,2013,830,2,0.26275594179998685
219021,1864,808,1,0.14542145604045384
218144,1996,794,0,0.0
218440,1912,803,1,0.14227504598341992
219339,2030,775,1,0.13941776577149215
218575,1968,817,1,0.1359419002696759
218982,1883,828,0,0.0
219516,1951,839,0,0.0
219586,1905,858,0,0.0
218900,1928,743,0,0.0
218561,2001,805,1,0.1356843317471699
