CH 3
9
4
3
3
3
5
8
8
3
4
6
6
6
3
4
5
9
3
6
3
3
7
4
10
1
6
7
4
5
8
6
8
4
9
3
3
8
5
2
8
7
5
1
6
9
7
2
1
4
3
3
5
10
8
8
5
4
6
4
3
1
3
2
6
4
3
6
7
3
5
3
7
4
2
3
5
6
4
9
6
4
7
7
5
8
6
7
4
3
4
4
3
4
6
5
4
5
5
4
8
8
9
5
10
6
8
1
9
5
5
4
6
3
6
9
11
5
2
2
4
4
8
17
6
6
7
3
7
4
6
6
3
6
6
4
1
6
5
5
6
10
6
4
9
3
3
8
2
7
2
8
9
8
7
8
3
5
3
3
7
8
2
4
4
1
4
2
7
4
7
3
10
8
10
10
6
6
3
3
8
4
3
6
6
7
3
8
9
6
9
2
5
4
4
8
6
6
4
4
5
